                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    176,                 1.2195,                0.91603,                 1.3053,                0.90744,                0.89875,                0.94444,                0.71741,                 1.1086,                0.73971,                 1.2442,              0.0010334,              0.0010334,              0.0010334
                    177,                 1.2589,                0.92598,                 1.3421,                0.87696,                0.95688,                0.94655,                0.73093,                 1.0878,                 0.7176,                 1.2199,              0.0010322,              0.0010322,              0.0010322
                    178,                  1.235,                0.89695,                 1.3072,                0.84167,                0.91722,                0.93007,                0.72762,                 1.0903,                0.73021,                 1.2359,               0.001031,               0.001031,               0.001031
                    179,                 1.2608,                0.92273,                 1.3455,                0.84035,                0.92559,                0.92939,                0.70959,                 1.1253,                0.74925,                 1.2518,              0.0010297,              0.0010297,              0.0010297
                    180,                 1.2413,                0.91547,                 1.2997,                 0.8241,                0.96083,                 0.9356,                0.72003,                 1.0852,                0.73598,                 1.2405,              0.0010285,              0.0010285,              0.0010285
                    181,                 1.2279,                0.88225,                 1.2897,                0.81752,                0.96354,                0.94193,                0.73036,                 1.0179,                0.78147,                 1.1928,              0.0010273,              0.0010273,              0.0010273
                    182,                 1.1979,                0.91531,                 1.3052,                0.84625,                0.94994,                0.95495,                0.72085,                  1.097,                0.73785,                 1.2343,               0.001026,               0.001026,               0.001026
                    183,                 1.2554,                0.90828,                  1.329,                 0.8785,                0.90984,                0.95179,                0.72189,                 1.0657,                0.75051,                 1.2289,              0.0010248,              0.0010248,              0.0010248
                    184,                 1.2419,                0.91042,                 1.3068,                0.86572,                0.93406,                0.95695,                0.74488,                 1.0631,                0.75512,                 1.2118,              0.0010235,              0.0010235,              0.0010235
                    185,                 1.2597,                0.90375,                 1.2906,                0.81485,                0.93752,                0.94685,                0.69424,                 1.1153,                0.75035,                 1.2401,              0.0010223,              0.0010223,              0.0010223
                    186,                 1.2334,                0.88684,                 1.2921,                 0.8531,                0.94743,                0.96146,                0.74846,                 1.0476,                0.69637,                 1.2088,              0.0010211,              0.0010211,              0.0010211
                    187,                 1.2555,                0.94193,                 1.2982,                0.84421,                0.92262,                0.95926,                0.75345,                 1.0692,                0.71995,                 1.2127,              0.0010198,              0.0010198,              0.0010198
                    188,                 1.2576,                0.90068,                 1.3507,                0.86116,                0.87688,                0.95293,                0.72823,                 1.0721,                0.75561,                 1.2213,              0.0010186,              0.0010186,              0.0010186
                    189,                 1.2055,                0.91125,                 1.3265,                0.85915,                0.86567,                0.95477,                0.74651,                 1.0374,                 0.7358,                 1.1939,              0.0010173,              0.0010173,              0.0010173
                    190,                 1.1549,                0.84378,                 1.2591,                0.84297,                0.93108,                0.92935,                0.69764,                 1.0805,                0.72638,                 1.2187,              0.0010161,              0.0010161,              0.0010161
                    191,                 1.2316,                0.87944,                 1.2553,                0.88312,                0.90919,                0.93968,                 0.7117,                 1.0796,                0.70834,                 1.2248,              0.0010149,              0.0010149,              0.0010149
                    192,                 1.2348,                0.89349,                 1.3231,                0.88897,                0.88818,                0.95494,                0.73561,                 1.1051,                0.73232,                 1.2258,              0.0010136,              0.0010136,              0.0010136
                    193,                 1.2292,                 0.8805,                 1.3143,                0.87387,                0.93269,                0.95261,                0.72776,                 1.1069,                0.72038,                 1.2426,              0.0010124,              0.0010124,              0.0010124
                    194,                 1.1896,                0.86193,                 1.2654,                0.81904,                0.94247,                0.95294,                0.73076,                 1.0867,                0.71776,                 1.2205,              0.0010112,              0.0010112,              0.0010112
                    195,                 1.2401,                0.91241,                 1.3199,                0.82272,                0.94452,                0.94851,                0.71337,                 1.0772,                0.77753,                 1.2223,              0.0010099,              0.0010099,              0.0010099
                    196,                 1.2729,                0.92853,                 1.3353,                0.85927,                0.92387,                0.95403,                0.75601,                 1.0365,                0.78277,                 1.2079,              0.0010087,              0.0010087,              0.0010087
                    197,                 1.2534,                0.90396,                 1.3031,                0.91253,                0.92481,                 0.9646,                0.74995,                 1.0453,                 0.7122,                 1.2097,              0.0010075,              0.0010075,              0.0010075
                    198,                 1.2108,                0.89503,                 1.2827,                0.84371,                0.90128,                0.95951,                0.73516,                 1.1421,                0.73326,                 1.2339,              0.0010062,              0.0010062,              0.0010062
                    199,                 1.2191,                0.89425,                 1.3147,                0.87769,                  0.884,                0.95191,                0.73819,                 1.0683,                0.73272,                 1.2238,               0.001005,               0.001005,               0.001005
                    200,                 1.2477,                0.91193,                 1.3338,                0.88953,                0.91823,                0.96166,                0.76826,                 1.0452,                0.71283,                  1.194,              0.0010037,              0.0010037,              0.0010037
                    201,                 1.1854,                0.84661,                 1.2728,                0.88603,                0.90858,                0.96102,                0.73915,                 1.0299,                0.70504,                 1.2017,              0.0010025,              0.0010025,              0.0010025
                    202,                 1.2118,                0.85443,                 1.2781,                0.92514,                0.90077,                0.96099,                0.74162,                  1.098,                0.69013,                 1.2142,              0.0010013,              0.0010013,              0.0010013
                    203,                 1.2156,                0.84088,                 1.2496,                0.86257,                0.91994,                0.95066,                0.74721,                 1.0563,                0.68728,                 1.1951,                  0.001,                  0.001,                  0.001
                    204,                 1.1552,                0.84732,                 1.2434,                0.82876,                0.92466,                 0.9576,                0.74674,                 1.0061,                0.69259,                 1.1826,             0.00099879,             0.00099879,             0.00099879
                    205,                 1.2219,                0.85154,                 1.2863,                0.90569,                0.92519,                0.96432,                0.74417,                 1.0589,                0.68178,                 1.2077,             0.00099755,             0.00099755,             0.00099755
                    206,                 1.2103,                0.87716,                 1.2872,                0.86412,                0.90941,                0.96444,                0.74125,                 1.0482,                0.78069,                 1.1964,             0.00099631,             0.00099631,             0.00099631
                    207,                 1.2178,                0.89392,                 1.2787,                0.87962,                0.93138,                 0.9576,                0.73776,                 1.0473,                 0.7157,                 1.1992,             0.00099507,             0.00099507,             0.00099507
                    208,                 1.2391,                0.91693,                 1.3037,                0.89586,                0.89851,                0.95805,                 0.7729,                 1.0424,                0.67841,                  1.169,             0.00099384,             0.00099384,             0.00099384
                    209,                  1.209,                0.85901,                 1.2517,                0.87278,                0.92585,                0.96369,                0.76111,                 1.0089,                0.67118,                 1.1641,              0.0009926,              0.0009926,              0.0009926
                    210,                 1.1992,                0.88055,                  1.268,                0.87307,                0.92376,                0.95698,                0.74642,                 1.0505,                0.68582,                 1.1844,             0.00099136,             0.00099136,             0.00099136
                    211,                 1.1569,                0.80586,                 1.2364,                0.88468,                0.94353,                 0.9505,                0.76502,                 1.0235,                0.66904,                 1.1764,             0.00099013,             0.00099013,             0.00099013
                    212,                 1.1528,                0.82944,                 1.2179,                 0.8907,                0.93058,                0.94078,                0.74047,                 1.0115,                0.66755,                 1.1746,             0.00098889,             0.00098889,             0.00098889
                    213,                 1.1686,                0.81857,                 1.2766,                0.83651,                0.95398,                0.95226,                0.76496,                0.98662,                0.65813,                 1.1612,             0.00098765,             0.00098765,             0.00098765
                    214,                  1.143,                0.83017,                 1.2484,                0.87507,                 0.9616,                0.96495,                0.77797,                0.99948,                0.66465,                 1.1626,             0.00098641,             0.00098641,             0.00098641
                    215,                 1.2095,                0.85522,                 1.2877,                 0.9219,                0.92712,                 0.9687,                 0.7626,                 1.0431,                0.69445,                 1.1941,             0.00098518,             0.00098518,             0.00098518
                    216,                  1.224,                0.89141,                 1.2707,                0.86125,                0.89911,                0.96502,                0.70606,                 1.1072,                0.77708,                 1.2424,             0.00098394,             0.00098394,             0.00098394
                    217,                 1.1442,                0.84647,                 1.2588,                0.93331,                0.91285,                 0.9692,                0.76873,                 1.0031,                0.68938,                 1.1773,              0.0009827,              0.0009827,              0.0009827
                    218,                 1.1312,                0.81941,                 1.2399,                0.82689,                0.93561,                0.96943,                 0.7784,                0.98906,                0.67935,                 1.1636,             0.00098146,             0.00098146,             0.00098146
                    219,                 1.1669,                0.89306,                 1.2412,                0.85242,                0.93013,                0.96345,                0.78179,                 1.0079,                0.70201,                 1.1752,             0.00098022,             0.00098022,             0.00098022
                    220,                 1.1462,                0.84921,                 1.2595,                0.85095,                0.93518,                0.94827,                0.75483,                0.98099,                0.71532,                 1.1623,             0.00097899,             0.00097899,             0.00097899
                    221,                 1.1965,                0.84473,                 1.2917,                0.84954,                0.87447,                 0.9176,                0.72221,                 1.0044,                0.75537,                 1.1717,             0.00097775,             0.00097775,             0.00097775
                    222,                 1.1761,                0.83986,                 1.2551,                0.89854,                0.95479,                0.96456,                0.75976,                0.99177,                 0.6779,                 1.1578,             0.00097651,             0.00097651,             0.00097651
                    223,                 1.1527,                0.82936,                 1.2556,                0.89974,                0.97299,                0.96172,                0.76428,                 1.0027,                 0.6621,                 1.1665,             0.00097528,             0.00097528,             0.00097528
                    224,                 1.1637,                0.82671,                 1.2584,                 0.8766,                0.93309,                0.95732,                0.77029,                 1.0138,                0.66525,                 1.1608,             0.00097404,             0.00097404,             0.00097404
                    225,                 1.1016,                0.78887,                 1.2146,                 0.9144,                0.90612,                0.96448,                0.75244,                 0.9849,                0.62503,                 1.1546,              0.0009728,              0.0009728,              0.0009728
                    226,                 1.1312,                0.77134,                  1.239,                 0.8956,                0.95388,                0.96712,                 0.7451,                0.99697,                0.62846,                 1.1757,             0.00097156,             0.00097156,             0.00097156
                    227,                  1.126,                0.79402,                 1.2489,                 0.8774,                0.96019,                0.96628,                0.74565,                 1.0369,                0.65632,                 1.1954,             0.00097033,             0.00097033,             0.00097033
                    228,                 1.1363,                 0.8106,                 1.2325,                0.90091,                0.93374,                0.97111,                0.76761,                0.96803,                0.65019,                 1.1546,             0.00096909,             0.00096909,             0.00096909
                    229,                  1.112,                0.78824,                 1.2016,                 0.9326,                0.86845,                 0.9662,                0.76899,                0.99613,                0.67963,                 1.1814,             0.00096785,             0.00096785,             0.00096785
                    230,                 1.0831,                0.80675,                  1.209,                0.86411,                0.96594,                 0.9707,                0.76946,                 0.9641,                0.64624,                  1.157,             0.00096661,             0.00096661,             0.00096661
                    231,                 1.0983,                0.77932,                 1.2189,                0.90355,                0.95522,                0.97517,                0.77018,                0.97036,                0.64726,                 1.1552,             0.00096537,             0.00096537,             0.00096537
                    232,                 1.1074,                0.81159,                 1.2047,                 0.9012,                0.92376,                0.96192,                0.78312,                0.93762,                0.64625,                 1.1243,             0.00096414,             0.00096414,             0.00096414
                    233,                 1.1346,                0.80637,                 1.2176,                0.87925,                0.93413,                0.95639,                0.77054,                 1.0033,                 0.6552,                 1.1532,              0.0009629,              0.0009629,              0.0009629
                    234,                 1.1159,                0.82385,                 1.2622,                0.88103,                0.93592,                0.96991,                0.79251,                 0.9671,                 0.6412,                 1.1492,             0.00096166,             0.00096166,             0.00096166
                    235,                  1.118,                 0.7813,                 1.2089,                0.89058,                0.93431,                0.97156,                0.78908,                0.96722,                0.62341,                 1.1478,             0.00096043,             0.00096043,             0.00096043
                    236,                 1.1255,                0.77931,                 1.2075,                0.89455,                0.90082,                0.96902,                0.75468,                0.96985,                0.66536,                 1.1494,             0.00095919,             0.00095919,             0.00095919
                    237,                 1.1267,                0.82591,                 1.1995,                 0.8792,                0.94125,                0.96411,                0.77025,                 1.0191,                0.66553,                 1.1705,             0.00095795,             0.00095795,             0.00095795
                    238,                 1.1023,                0.79357,                 1.1851,                0.91753,                 0.8984,                0.95879,                 0.7851,                0.95305,                0.65006,                 1.1401,             0.00095671,             0.00095671,             0.00095671
                    239,                 1.1065,                0.77434,                 1.2147,                0.91165,                0.89468,                0.95605,                0.77335,                0.94006,                0.63106,                 1.1366,             0.00095548,             0.00095548,             0.00095548
                    240,                 1.1483,                0.83579,                 1.2315,                0.91124,                0.90645,                0.96167,                0.74282,                 1.0431,                0.64695,                 1.1739,             0.00095424,             0.00095424,             0.00095424
                    241,                 1.1242,                0.76089,                 1.2258,                0.88745,                0.91891,                0.96107,                0.75812,                0.94579,                0.63347,                 1.1412,               0.000953,               0.000953,               0.000953
                    242,                 1.1751,                0.83855,                 1.2376,                0.91055,                0.92984,                0.96809,                0.77333,                 0.9774,                0.63709,                 1.1453,             0.00095176,             0.00095176,             0.00095176
                    243,                 1.1416,                0.78211,                 1.2388,                0.88658,                0.90165,                0.96722,                0.78804,                0.95593,                  0.647,                 1.1369,             0.00095053,             0.00095053,             0.00095053
                    244,                  1.089,                0.81488,                 1.2187,                0.87929,                0.87837,                0.96785,                0.77975,                0.96333,                 0.6681,                 1.1568,             0.00094929,             0.00094929,             0.00094929
                    245,                 1.0844,                0.74871,                 1.1922,                0.94762,                0.91879,                0.97668,                0.79732,                 0.9475,                0.61727,                 1.1344,             0.00094805,             0.00094805,             0.00094805
                    246,                 1.0722,                0.76403,                 1.1993,                0.91914,                0.92401,                0.97498,                0.79347,                0.96551,                0.63297,                 1.1434,             0.00094681,             0.00094681,             0.00094681
                    247,                 1.1003,                0.82704,                 1.2138,                0.84849,                0.93591,                0.96828,                0.77701,                0.94989,                0.63434,                 1.1166,             0.00094558,             0.00094558,             0.00094558
                    248,                 1.1275,                0.79526,                 1.2281,                0.91782,                0.93807,                0.97026,                0.78838,                0.94858,                0.62579,                 1.1269,             0.00094434,             0.00094434,             0.00094434
                    249,                 1.0923,                0.76781,                  1.233,                0.89846,                0.92461,                 0.9663,                0.77255,                 1.0068,                 0.6454,                 1.1487,              0.0009431,              0.0009431,              0.0009431
                    250,                 1.1139,                0.80144,                 1.2241,                0.90558,                0.93213,                0.96187,                0.78662,                0.93527,                0.62584,                 1.1084,             0.00094186,             0.00094186,             0.00094186
                    251,                 1.0876,                0.77322,                 1.1952,                0.90229,                0.93824,                0.96851,                0.77996,                0.97339,                0.62451,                 1.1358,             0.00094062,             0.00094062,             0.00094062
                    252,                 1.0986,                0.76057,                 1.1869,                0.92551,                0.93506,                0.97186,                0.79756,                0.90428,                0.59514,                 1.0951,             0.00093939,             0.00093939,             0.00093939
                    253,                 1.0592,                0.75212,                 1.1677,                0.91979,                0.95156,                0.96743,                0.78932,                0.93825,                0.60682,                 1.1277,             0.00093815,             0.00093815,             0.00093815
                    254,                 1.0692,                 0.7774,                 1.1902,                0.91365,                0.91695,                0.96799,                0.77672,                0.95046,                0.62858,                   1.14,             0.00093691,             0.00093691,             0.00093691
                    255,                 1.1244,                0.80644,                 1.2204,                0.90047,                 0.8519,                0.96876,                0.76282,                0.96697,                0.68857,                 1.1319,             0.00093567,             0.00093567,             0.00093567
                    256,                  1.108,                0.84092,                 1.2415,                0.89487,                0.89845,                0.97409,                0.78556,                0.93554,                0.64128,                 1.1229,             0.00093444,             0.00093444,             0.00093444
                    257,                 1.1032,                0.77442,                  1.177,                0.95578,                0.89448,                0.97367,                0.80308,                0.90011,                0.62381,                 1.1023,              0.0009332,              0.0009332,              0.0009332
                    258,                 1.0627,                0.76148,                  1.159,                0.91287,                  0.949,                0.97246,                 0.7923,                0.91757,                  0.607,                 1.1187,             0.00093196,             0.00093196,             0.00093196
                    259,                 1.1214,                0.78301,                  1.237,                0.91324,                0.94787,                0.96983,                0.79548,                0.92898,                0.61422,                 1.1272,             0.00093073,             0.00093073,             0.00093073
                    260,                 1.1622,                0.81765,                 1.2692,                0.90453,                0.95782,                0.96789,                0.78795,                0.96949,                0.63874,                 1.1448,             0.00092949,             0.00092949,             0.00092949
                    261,                 1.1011,                0.78238,                 1.2269,                0.93042,                 0.9289,                0.97035,                0.79085,                0.90241,                0.61878,                  1.095,             0.00092825,             0.00092825,             0.00092825
                    262,                 1.0794,                 0.7575,                 1.2018,                0.93738,                 0.9306,                0.97289,                 0.7792,                 0.9108,                0.63152,                 1.1064,             0.00092701,             0.00092701,             0.00092701
                    263,                  1.064,                0.77792,                 1.1873,                0.90804,                0.93957,                0.97477,                0.77378,                0.98774,                0.62619,                 1.1431,             0.00092577,             0.00092577,             0.00092577
                    264,                 1.1443,                0.80915,                 1.2409,                0.91061,                0.92435,                0.97538,                0.79373,                0.92554,                 0.6181,                 1.1045,             0.00092454,             0.00092454,             0.00092454
                    265,                 1.0982,                0.76625,                 1.2115,                0.91121,                0.89344,                0.96694,                0.78313,                0.93257,                0.61631,                 1.1208,              0.0009233,              0.0009233,              0.0009233
                    266,                 1.1387,                0.77381,                 1.2341,                0.92399,                0.94631,                0.97094,                0.78059,                0.98405,                0.62797,                 1.1305,             0.00092206,             0.00092206,             0.00092206
                    267,                 1.1254,                0.78236,                 1.2148,                0.92124,                 0.9164,                0.96826,                0.80148,                0.92166,                0.61678,                 1.1105,             0.00092083,             0.00092083,             0.00092083
                    268,                  1.069,                0.77766,                 1.1567,                0.92728,                0.94281,                 0.9653,                0.80426,                0.95066,                0.62251,                 1.1202,             0.00091959,             0.00091959,             0.00091959
                    269,                 1.0583,                 0.7675,                 1.1501,                0.91306,                0.94989,                0.96738,                0.79616,                0.94615,                0.62464,                 1.1139,             0.00091835,             0.00091835,             0.00091835
                    270,                 1.0886,                0.76009,                 1.1822,                0.90419,                0.95834,                0.97099,                0.78023,                0.93374,                0.61271,                 1.1224,             0.00091711,             0.00091711,             0.00091711
                    271,                 1.0856,                 0.7625,                 1.1966,                0.88791,                0.93619,                0.97126,                0.80073,                0.88922,                0.60488,                 1.0969,             0.00091588,             0.00091588,             0.00091588
                    272,                 1.0548,                0.74734,                  1.171,                0.88099,                0.94063,                0.97384,                0.79146,                0.90939,                0.62568,                 1.1062,             0.00091464,             0.00091464,             0.00091464
                    273,                 1.0788,                0.76206,                 1.1817,                0.92091,                0.93565,                0.97033,                0.78646,                0.87984,                0.61612,                 1.0955,              0.0009134,              0.0009134,              0.0009134
                    274,                 1.0093,                0.72261,                 1.1663,                0.85885,                0.94862,                0.96908,                0.81119,                0.86148,                0.64297,                 1.0757,             0.00091216,             0.00091216,             0.00091216
                    275,                   1.08,                0.76863,                 1.1914,                0.85788,                0.92857,                0.97055,                0.76588,                0.98825,                 0.6494,                 1.1483,             0.00091092,             0.00091092,             0.00091092
                    276,                 1.1213,                0.76383,                 1.2087,                0.86145,                0.93441,                0.97228,                 0.8062,                0.92156,                0.60968,                 1.1141,             0.00090969,             0.00090969,             0.00090969
                    277,                 1.0467,                0.74852,                 1.1778,                 0.9521,                0.92591,                0.97446,                0.79406,                0.94259,                0.60768,                 1.1091,             0.00090845,             0.00090845,             0.00090845
                    278,                 1.0781,                0.77819,                 1.1992,                0.92288,                0.96076,                 0.9725,                0.80536,                0.92798,                0.61112,                 1.1096,             0.00090721,             0.00090721,             0.00090721
                    279,                  1.026,                0.73614,                 1.1407,                0.88215,                0.95004,                0.97506,                0.80705,                0.89871,                0.60316,                 1.0982,             0.00090597,             0.00090597,             0.00090597
                    280,                  1.028,                0.72477,                 1.1706,                0.91585,                0.97133,                0.97717,                0.81241,                0.89198,                0.57929,                 1.0979,             0.00090474,             0.00090474,             0.00090474
                    281,                 1.0048,                0.73957,                 1.1485,                0.89513,                0.96448,                0.97089,                0.82962,                0.89622,                 0.5847,                 1.0916,              0.0009035,              0.0009035,              0.0009035
                    282,                 1.0319,                 0.7338,                 1.1525,                0.91022,                 0.9623,                0.97619,                0.80669,                0.89644,                0.58151,                 1.0886,             0.00090226,             0.00090226,             0.00090226
                    283,                 1.0566,                 0.7538,                 1.2079,                0.90583,                0.91233,                 0.9704,                0.79954,                0.89769,                0.60196,                 1.0898,             0.00090103,             0.00090103,             0.00090103
                    284,                 1.0366,                0.73354,                 1.1936,                0.90308,                0.94961,                0.97164,                0.82782,                0.86404,                0.58899,                 1.0667,             0.00089979,             0.00089979,             0.00089979
                    285,                 1.0826,                0.77284,                 1.2108,                0.88781,                0.95767,                0.97267,                0.80757,                0.90114,                0.58933,                 1.0874,             0.00089855,             0.00089855,             0.00089855
                    286,                 1.0031,                0.70639,                 1.1401,                0.92223,                0.94094,                0.97708,                0.81241,                0.87743,                0.57769,                 1.0851,             0.00089731,             0.00089731,             0.00089731
                    287,                 1.0195,                0.75032,                  1.198,                0.94374,                0.92856,                0.97786,                 0.8013,                0.90343,                0.58825,                 1.1083,             0.00089607,             0.00089607,             0.00089607
                    288,                0.99633,                0.71771,                  1.187,                0.96042,                0.86774,                0.96142,                0.79095,                0.84517,                0.59753,                 1.0739,             0.00089484,             0.00089484,             0.00089484
                    289,                 1.0031,                0.69788,                 1.1684,                0.91805,                0.90822,                0.96521,                0.79185,                0.89667,                0.59459,                 1.0994,              0.0008936,              0.0008936,              0.0008936
                    290,                   1.08,                0.73364,                 1.1832,                0.90783,                0.93035,                0.96711,                0.78577,                0.97942,                0.60659,                 1.1391,             0.00089236,             0.00089236,             0.00089236
                    291,                 1.0611,                0.72582,                 1.1971,                 0.8973,                0.97219,                0.97466,                0.79097,                0.91877,                0.58251,                 1.0978,             0.00089112,             0.00089112,             0.00089112
                    292,                 1.0645,                0.72032,                 1.1786,                0.89435,                0.95658,                0.97076,                0.79952,                0.90193,                0.58866,                  1.093,             0.00088989,             0.00088989,             0.00088989
                    293,                 1.0667,                0.74498,                 1.1653,                0.89839,                0.95176,                 0.9774,                0.81019,                 0.8793,                0.58667,                  1.086,             0.00088865,             0.00088865,             0.00088865
                    294,                   1.02,                0.73838,                 1.1502,                0.88915,                0.92922,                0.97095,                0.78362,                0.90451,                0.63284,                 1.1016,             0.00088741,             0.00088741,             0.00088741
                    295,                 1.0486,                0.76425,                 1.1924,                0.90997,                0.92845,                0.96795,                0.79199,                0.86995,                0.59605,                 1.0687,             0.00088618,             0.00088618,             0.00088618
                    296,                 1.0335,                0.71533,                 1.1648,                0.91633,                0.91381,                0.96879,                0.80899,                0.86875,                0.57801,                 1.0721,             0.00088494,             0.00088494,             0.00088494
                    297,                 1.0485,                0.74868,                 1.1537,                0.90838,                 0.9188,                0.96433,                0.79838,                0.87446,                0.58143,                 1.0751,              0.0008837,              0.0008837,              0.0008837
                    298,                 1.0575,                0.74424,                 1.1855,                0.92682,                0.92788,                0.97196,                0.79555,                0.91104,                0.60073,                 1.0816,             0.00088246,             0.00088246,             0.00088246
                    299,                 1.0299,                0.72546,                  1.149,                0.91532,                0.88959,                0.96647,                0.80528,                0.86237,                0.59907,                 1.0776,             0.00088122,             0.00088122,             0.00088122
                    300,                 1.0081,                0.73278,                 1.1406,                0.92395,                0.89132,                0.95697,                0.78542,                0.88511,                0.59586,                 1.0807,             0.00087999,             0.00087999,             0.00087999
                    301,                 1.0266,                0.73712,                  1.165,                0.93441,                0.89224,                0.96297,                 0.7901,                0.89616,                0.61862,                 1.0814,             0.00087875,             0.00087875,             0.00087875
                    302,                 1.0323,                0.73603,                 1.2005,                0.90772,                0.91964,                0.96889,                0.82832,                0.85775,                0.60582,                 1.0644,             0.00087751,             0.00087751,             0.00087751
                    303,                  1.048,                0.74252,                 1.1589,                0.94074,                 0.9628,                 0.9762,                0.82485,                0.89589,                0.57771,                 1.0741,             0.00087628,             0.00087628,             0.00087628
                    304,                 1.0207,                0.72255,                 1.1405,                0.92004,                 0.9673,                0.97951,                0.80571,                0.85506,                0.57038,                 1.0708,             0.00087504,             0.00087504,             0.00087504
                    305,                 1.0366,                0.72661,                 1.1543,                0.91171,                0.98143,                0.97771,                0.81569,                0.88558,                0.57082,                 1.0802,              0.0008738,              0.0008738,              0.0008738
                    306,                 1.0789,                  0.742,                 1.2061,                0.92207,                0.94893,                0.97698,                0.82779,                0.86597,                 0.5818,                 1.0692,             0.00087256,             0.00087256,             0.00087256
                    307,                 1.0132,                0.72448,                 1.1445,                0.91167,                0.95808,                0.97462,                 0.8052,                0.90526,                0.57821,                 1.0932,             0.00087132,             0.00087132,             0.00087132
                    308,                 1.0562,                0.72941,                 1.1597,                0.91186,                0.96651,                0.97633,                0.81255,                0.85361,                 0.5578,                 1.0634,             0.00087009,             0.00087009,             0.00087009
                    309,                0.97753,                 0.6942,                 1.1349,                0.93062,                0.93145,                0.97772,                0.82423,                0.83149,                0.56096,                  1.054,             0.00086885,             0.00086885,             0.00086885
